original_path,final_path
Pterocarpus macrocarpus/sub_067/127_5.png,train/Pterocarpus macrocarpus/127_5.png
Pterocarpus indicus/sub_021/3395. Pterocarpus indicus.4 (120).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.4 (120).png
Afzelia africana/sub_039/doussie50.png,train/Afzelia africana/doussie50.png
Guibourtia ehie/sub_029/Guibourtia ehie_TLYO895_9_(328).png,train/Guibourtia ehie/Guibourtia ehie_TLYO895_9_(328).png
Guibourtia coleosperma/sub_051/Guibourtia coleosperma_3253.1 (4).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.1 (4).png
Pterocarpus soyauxii/sub_075/151_1.png,train/Pterocarpus soyauxii/151_1.png
Afzelia africana/sub_019/doussie22.png,train/Afzelia africana/doussie22__768ea500.png
Afzelia africana/sub_021/doussie55_1.png,train/Afzelia africana/doussie55_1.png
Dalbergia cochinchinensis/sub_025/Dalbergia cochinchinensis.3280.9 (19).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.9 (19).png
Afzelia bella/sub_036/Afzelia bella_QUAV174_(288).png,train/Afzelia bella/Afzelia bella_QUAV174_(288).png
Pterocarpus soyauxii/sub_005/135.png,train/Pterocarpus soyauxii/135.png
Afzelia quanzensis/sub_031/119_2.png,train/Afzelia quanzensis/119_2.png
Guibourtia arnoldiana/sub_002/3411. Guibourtia arnoldiana.5 (160).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.5 (160).png
Guibourtia ehie/sub_059/Guibourtia ehie_GHQN943_3_(118).png,train/Guibourtia ehie/Guibourtia ehie_GHQN943_3_(118).png
Dalbergia tonkinensis/sub_001/3353. Dalbergia tonkinensis.8.(241).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8.(241).png
Pterocarpus macrocarpus/sub_041/135_1.png,train/Pterocarpus macrocarpus/135_1.png
Sindora tonkinensis/sub_005/3381. Sindora tonkinensis.10 (315).png,train/Sindora tonkinensis/3381. Sindora tonkinensis.10 (315).png
Pterocarpus indicus/sub_001/3395. Pterocarpus indicus.7 (209).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.7 (209).png
Afzelia africana/sub_007/doussie9.png,train/Afzelia africana/doussie9.png
Dalbergia rimosa/sub_050/3414. Dalbergia rimosa.4 (120).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.4 (120).png
Pterocarpus soyauxii/sub_047/1103.png,train/Pterocarpus soyauxii/1103__c73110a1.png
Sindora cochinchinensis/sub_003/gụ57.png,train/Sindora cochinchinensis/gụ57__a8063cef.png
Dalbergia cochinchinensis/sub_014/Dalbergia cochinchinensis.3280.10 (31).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.10 (31).png
Afzelia africana/sub_071/doussie12_1.png,train/Afzelia africana/doussie12_1.png
Pterocarpus sp/sub_006/132_1.png,train/Pterocarpus sp/132_1.png
Dalbergia oliveri/sub_002/Dalbergia oliveri_3237.7_ (19).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.7_ (19).png
Pterocarpus indicus/sub_022/3395. Pterocarpus indicus.6 (189).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.6 (189).png
Pterocarpus indicus/sub_041/3395. Pterocarpus indicus.3 (84).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.3 (84).png
Pterocarpus indicus/sub_004/3395. Pterocarpus indicus.1 (14).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.1 (14).png
Dalbergia melanoxylon/sub_036/3352. Dalbergia melanoxylon.3.(78).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.3.(78).png
Pterocarpus macrocarpus/sub_054/122.png,train/Pterocarpus macrocarpus/122__d246d3fe.png
Pterocarpus sp/sub_008/117_4.png,train/Pterocarpus sp/117_4.png
Afzelia bella/sub_050/Afzelia bella_AMRX692_(50).png,train/Afzelia bella/Afzelia bella_AMRX692_(50).png
Sindora tonkinensis/sub_011/3381. Sindora tonkinensis.5 (144).png,train/Sindora tonkinensis/3381. Sindora tonkinensis.5 (144).png
Pterocarpus soyauxii/sub_049/128_1.png,train/Pterocarpus soyauxii/128_1.png
Dalbergia cochinchinensis/sub_053/Dalbergia cochinchinensis.3280.10 (22).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.10 (22).png
Guibourtia coleosperma/sub_004/Guibourtia coleosperma_3253.11 (29).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.11 (29).png
Pterocarpus sp/sub_016/141_1.png,train/Pterocarpus sp/141_1.png
Dalbergia oliveri/sub_082/Dalbergia oliveri_3237.5_ (24).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.5_ (24).png
Pterocarpus indicus/sub_011/3395. Pterocarpus indicus.7 (221).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.7 (221).png
Dalbergia rimosa/sub_012/3414. Dalbergia rimosa.4 (99).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.4 (99).png
Guibourtia arnoldiana/sub_053/3411. Guibourtia arnoldiana.6 (176).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.6 (176).png
Dalbergia melanoxylon/sub_030/3352. Dalbergia melanoxylon.7.(192).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.7.(192).png
Pterocarpus macrocarpus/sub_024/19_2.png,train/Pterocarpus macrocarpus/19_2__adad87dc.png
Guibourtia arnoldiana/sub_001/3411. Guibourtia arnoldiana.3 (84).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.3 (84).png
Pterocarpus erinaceus/sub_036/3403. Pterocarpus erinaceus.7 (207).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.7 (207).png
Afzelia bella/sub_065/Afzelia bella_FFCA657_9_32121.png,train/Afzelia bella/Afzelia bella_FFCA657_9_32121.png
Pterocarpus sp/sub_052/135_1.png,train/Pterocarpus sp/135_1.png
Sindora cochinchinensis/sub_088/gụ18_1.png,train/Sindora cochinchinensis/gụ18_1.png
Dalbergia tonkinensis/sub_015/3353. Dalbergia tonkinensis.8.(229).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8.(229).png
Pterocarpus soyauxii/sub_022/167_1.png,train/Pterocarpus soyauxii/167_1.png
Pterocarpus soyauxii/sub_060/184.png,train/Pterocarpus soyauxii/184.png
Dalbergia rimosa/sub_004/3414. Dalbergia rimosa.2 (44).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.2 (44).png
Dalbergia rimosa/sub_058/3414. Dalbergia rimosa.7 (198).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.7 (198).png
Dalbergia cochinchinensis/sub_018/Dalbergia cochinchinensis.3280.6 (25).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.6 (25).png
Guibourtia arnoldiana/sub_007/3411. Guibourtia arnoldiana.2 (63).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.2 (63).png
Guibourtia ehie/sub_007/Guibourtia ehie_UORX694_10_(375).png,train/Guibourtia ehie/Guibourtia ehie_UORX694_10_(375).png
Pterocarpus soyauxii/sub_029/133_2.png,train/Pterocarpus soyauxii/133_2.png
Dalbergia rimosa/sub_034/3414. Dalbergia rimosa.5 (124).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.5 (124).png
Dalbergia melanoxylon/sub_017/3352. Dalbergia melanoxylon.3.(83).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.3.(83).png
Sindora cochinchinensis/sub_031/gụ73_1.png,train/Sindora cochinchinensis/gụ73_1__581b0c16.png
Sindora tonkinensis/sub_059/3381. Sindora tonkinensis.1 (6).png,train/Sindora tonkinensis/3381. Sindora tonkinensis.1 (6).png
Dalbergia melanoxylon/sub_017/3352. Dalbergia melanoxylon.3.(77).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.3.(77).png
Pterocarpus soyauxii/sub_040/16.png,train/Pterocarpus soyauxii/16.png
Afzelia bella/sub_047/Afzelia bella_GCJA653_(120).png,train/Afzelia bella/Afzelia bella_GCJA653_(120).png
Pterocarpus indicus/sub_037/3395. Pterocarpus indicus.9 (258).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.9 (258).png
Afzelia africana/sub_002/doussie17_1.png,train/Afzelia africana/doussie17_1__db5d362b.png
Dalbergia cochinchinensis/sub_001/Dalbergia cochinchinensis.3280.3 (15).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.3 (15).png
Afzelia bella/sub_031/Afzelia bella_FFCA657_9_32111.png,train/Afzelia bella/Afzelia bella_FFCA657_9_32111.png
Dalbergia oliveri/sub_069/Dalbergia oliveri_3237.9_ (21).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.9_ (21).png
Afzelia quanzensis/sub_041/135_1.png,train/Afzelia quanzensis/135_1.png
Dalbergia tonkinensis/sub_028/3353. Dalbergia tonkinensis.1.(21).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1.(21).png
Pterocarpus sp/sub_010/121_2.png,train/Pterocarpus sp/121_2.png
Pterocarpus sp/sub_038/152_4.png,train/Pterocarpus sp/152_4.png
Sindora cochinchinensis/sub_012/gụ59_1_1.png,train/Sindora cochinchinensis/gụ59_1_1.png
Pterocarpus macrocarpus/sub_023/12_2.png,train/Pterocarpus macrocarpus/12_2.png
Guibourtia ehie/sub_025/Guibourtia ehie_CHYX256_1_(7).png,train/Guibourtia ehie/Guibourtia ehie_CHYX256_1_(7).png
Pterocarpus macrocarpus/sub_045/116_4.png,train/Pterocarpus macrocarpus/116_4.png
Sindora cochinchinensis/sub_029/gụ98_1.png,train/Sindora cochinchinensis/gụ98_1.png
Pterocarpus soyauxii/sub_063/160_1.png,train/Pterocarpus soyauxii/160_1.png
Pterocarpus sp/sub_028/10_5.png,train/Pterocarpus sp/10_5.png
Peltogyne pubescens/sub_001/3377. Peltogyne pubescens.4 (131).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.4 (131).png
Pterocarpus macrocarpus/sub_058/135_3.png,train/Pterocarpus macrocarpus/135_3.png
Afzelia bella/sub_024/Afzelia bella_OGHV743_(221).png,train/Afzelia bella/Afzelia bella_OGHV743_(221).png
Dalbergia rimosa/sub_043/3414. Dalbergia rimosa.6 (177).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.6 (177).png
Pterocarpus erinaceus/sub_010/3403. Pterocarpus erinaceus.10 (337).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.10 (337).png
Dalbergia melanoxylon/sub_045/3352. Dalbergia melanoxylon.6.(166).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.6.(166).png
Guibourtia coleosperma/sub_081/Guibourtia coleosperma_3253.4 (30).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.4 (30).png
Guibourtia ehie/sub_016/Guibourtia ehie_SXGM640_8_(297).png,train/Guibourtia ehie/Guibourtia ehie_SXGM640_8_(297).png
Peltogyne pubescens/sub_007/3377. Peltogyne pubescens.10 (360).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.10 (360).png
Guibourtia ehie/sub_008/Guibourtia ehie_SXGM640_8_(293).png,train/Guibourtia ehie/Guibourtia ehie_SXGM640_8_(293).png
Guibourtia arnoldiana/sub_040/3411. Guibourtia arnoldiana.4 (98).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.4 (98).png
Dalbergia rimosa/sub_050/3414. Dalbergia rimosa.6 (172).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.6 (172).png
Dalbergia melanoxylon/sub_012/3352. Dalbergia melanoxylon.1.(7).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.1.(7).png
Dalbergia oliveri/sub_050/Dalbergia oliveri_3237.9_ (19).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.9_ (19).png
Afzelia bella/sub_033/Afzelia bella_QUAV174_(313).png,train/Afzelia bella/Afzelia bella_QUAV174_(313).png
Guibourtia arnoldiana/sub_003/3411. Guibourtia arnoldiana.10 (293).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.10 (293).png
Guibourtia coleosperma/sub_032/Guibourtia coleosperma_3253.11 (34).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.11 (34).png
Guibourtia coleosperma/sub_004/Guibourtia coleosperma_3253.8 (6).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.8 (6).png
Dalbergia oliveri/sub_013/Dalbergia oliveri_3237.6_ (29).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.6_ (29).png
Guibourtia ehie/sub_025/Guibourtia ehie_FEHC134_2_(49).png,train/Guibourtia ehie/Guibourtia ehie_FEHC134_2_(49).png
Afzelia bella/sub_027/Afzelia bella_FFCA657_9_32127.png,train/Afzelia bella/Afzelia bella_FFCA657_9_32127.png
Pterocarpus sp/sub_077/129.png,train/Pterocarpus sp/129.png
Dalbergia tonkinensis/sub_051/3353. Dalbergia tonkinensis.7.(202).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7.(202).png
Afzelia quanzensis/sub_004/112_2_1.png,train/Afzelia quanzensis/112_2_1.png
Dalbergia melanoxylon/sub_008/3352. Dalbergia melanoxylon.3.(69).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.3.(69).png
Pterocarpus indicus/sub_018/3395. Pterocarpus indicus.8 (239).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.8 (239).png
Guibourtia coleosperma/sub_020/Guibourtia coleosperma_3253.3 (11).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.3 (11).png
Dalbergia oliveri/sub_014/Dalbergia oliveri_3237.4_ (19).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.4_ (19).png
Pterocarpus soyauxii/sub_033/193.png,train/Pterocarpus soyauxii/193__97a86d7e.png
Afzelia bella/sub_030/Afzelia bella_OGHV743_(227).png,train/Afzelia bella/Afzelia bella_OGHV743_(227).png
Pterocarpus sp/sub_027/13.png,train/Pterocarpus sp/13.png
Dalbergia melanoxylon/sub_033/3352. Dalbergia melanoxylon.2 (59).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.2 (59).png
Afzelia bella/sub_032/Afzelia bella_GCJA653_(118).png,train/Afzelia bella/Afzelia bella_GCJA653_(118).png
Afzelia bella/sub_021/Afzelia bella_QUAV174_(298).png,train/Afzelia bella/Afzelia bella_QUAV174_(298).png
Guibourtia coleosperma/sub_021/Guibourtia coleosperma_3253.8 (2).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.8 (2).png
Afzelia bella/sub_005/Afzelia bella_OGHV743_(204).png,train/Afzelia bella/Afzelia bella_OGHV743_(204).png
Pterocarpus erinaceus/sub_034/3403. Pterocarpus erinaceus.2 (55).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.2 (55).png
Pterocarpus macrocarpus/sub_036/134_3.png,train/Pterocarpus macrocarpus/134_3.png
Peltogyne pubescens/sub_055/3377. Peltogyne pubescens.9 (325).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.9 (325).png
Pterocarpus sp/sub_011/140_5.png,train/Pterocarpus sp/140_5.png
Guibourtia coleosperma/sub_070/Guibourtia coleosperma_3253.2 (5).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.2 (5).png
Pterocarpus sp/sub_020/11_1_1.png,train/Pterocarpus sp/11_1_1.png
Pterocarpus sp/sub_063/115.png,train/Pterocarpus sp/115.png
Dalbergia rimosa/sub_055/3414. Dalbergia rimosa.4 (104).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.4 (104).png
Dalbergia tonkinensis/sub_051/3353. Dalbergia tonkinensis.1.(31).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1.(31).png
Pterocarpus indicus/sub_001/3395. Pterocarpus indicus.4 (118).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.4 (118).png
Afzelia quanzensis/sub_079/133_3.png,train/Afzelia quanzensis/133_3.png
Guibourtia coleosperma/sub_037/Guibourtia coleosperma_3253.6 (25).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.6 (25).png
Guibourtia ehie/sub_043/Guibourtia ehie_FEHC134_2_(78).png,train/Guibourtia ehie/Guibourtia ehie_FEHC134_2_(78).png
Guibourtia arnoldiana/sub_002/3411. Guibourtia arnoldiana.1 (4).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.1 (4).png
Pterocarpus soyauxii/sub_015/147.png,train/Pterocarpus soyauxii/147.png
Dalbergia oliveri/sub_027/Dalbergia oliveri_3237.9_ (10).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.9_ (10).png
Afzelia pachyloba/sub_025/6.4.png,train/Afzelia pachyloba/6.4.png
Pterocarpus soyauxii/sub_041/120_2.png,train/Pterocarpus soyauxii/120_2.png
Sindora tonkinensis/sub_045/3381. Sindora tonkinensis.8 (254).png,train/Sindora tonkinensis/3381. Sindora tonkinensis.8 (254).png
Dalbergia cochinchinensis/sub_048/Dalbergia cochinchinensis.3280.3 (22).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.3 (22).png
Pterocarpus sp/sub_020/149_2.png,train/Pterocarpus sp/149_2.png
Afzelia quanzensis/sub_001/114_2.png,train/Afzelia quanzensis/114_2.png
Pterocarpus sp/sub_007/124_1.png,train/Pterocarpus sp/124_1.png
Guibourtia ehie/sub_034/Guibourtia ehie_SXGM640_8_(316).png,train/Guibourtia ehie/Guibourtia ehie_SXGM640_8_(316).png
Guibourtia coleosperma/sub_055/Guibourtia coleosperma_3253.4 (26).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.4 (26).png
Guibourtia ehie/sub_082/Guibourtia ehie_PVFM153_6_(236).png,train/Guibourtia ehie/Guibourtia ehie_PVFM153_6_(236).png
Dalbergia tonkinensis/sub_005/3353. Dalbergia tonkinensis.6.(178).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6.(178).png
Afzelia bella/sub_017/Afzelia bella_LYSV052_(179).png,train/Afzelia bella/Afzelia bella_LYSV052_(179).png
Pterocarpus macrocarpus/sub_044/18_3.png,train/Pterocarpus macrocarpus/18_3.png
Pterocarpus macrocarpus/sub_007/142_1.png,train/Pterocarpus macrocarpus/142_1.png
Guibourtia ehie/sub_062/Guibourtia ehie_PRQC042_5_(170).png,train/Guibourtia ehie/Guibourtia ehie_PRQC042_5_(170).png
Pterocarpus sp/sub_022/114_1.png,train/Pterocarpus sp/114_1.png
Sindora cochinchinensis/sub_035/gụ6.png,train/Sindora cochinchinensis/gụ6.png
Dalbergia tonkinensis/sub_011/3353. Dalbergia tonkinensis.5.(152).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.5.(152).png
Pterocarpus indicus/sub_047/3395. Pterocarpus indicus.1 (26).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.1 (26).png
Pterocarpus indicus/sub_031/3395. Pterocarpus indicus.4 (102).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.4 (102).png
Afzelia bella/sub_067/Afzelia bella_WJSV740_10_3619.png,train/Afzelia bella/Afzelia bella_WJSV740_10_3619.png
Peltogyne pubescens/sub_032/3377. Peltogyne pubescens.6 (218).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.6 (218).png
Dalbergia oliveri/sub_009/Dalbergia oliveri_3237.7_ (24).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.7_ (24).png
Peltogyne pubescens/sub_027/3377. Peltogyne pubescens.3 (87).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.3 (87).png
Peltogyne pubescens/sub_023/3377. Peltogyne pubescens.3 (113).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.3 (113).png
Dalbergia melanoxylon/sub_007/3352. Dalbergia melanoxylon.1.(19).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.1.(19).png
Pterocarpus erinaceus/sub_031/3403. Pterocarpus erinaceus.8 (250).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.8 (250).png
Dalbergia rimosa/sub_043/3414. Dalbergia rimosa.1(13).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.1(13).png
Sindora cochinchinensis/sub_002/gụ12_2.png,train/Sindora cochinchinensis/gụ12_2.png
Pterocarpus erinaceus/sub_020/3403. Pterocarpus erinaceus.4 (107).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.4 (107).png
Afzelia africana/sub_065/doussie13_1.png,train/Afzelia africana/doussie13_1.png
Dalbergia tonkinensis/sub_023/3353. Dalbergia tonkinensis.1.(9).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.1.(9).png
Peltogyne pubescens/sub_032/3377. Peltogyne pubescens.5 (174).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.5 (174).png
Dalbergia oliveri/sub_010/Dalbergia oliveri_3237.9_ (15).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.9_ (15).png
Peltogyne pubescens/sub_026/3377. Peltogyne pubescens.3 (78).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.3 (78).png
Pterocarpus macrocarpus/sub_040/111.png,train/Pterocarpus macrocarpus/111.png
Pterocarpus soyauxii/sub_044/140.png,train/Pterocarpus soyauxii/140.png
Peltogyne pubescens/sub_008/3377. Peltogyne pubescens.8 (285).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.8 (285).png
Guibourtia ehie/sub_073/Guibourtia ehie_KREW954_4_(160).png,train/Guibourtia ehie/Guibourtia ehie_KREW954_4_(160).png
Pterocarpus erinaceus/sub_003/3403. Pterocarpus erinaceus.10 (323).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.10 (323).png
Pterocarpus erinaceus/sub_049/3403. Pterocarpus erinaceus.6 (193).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.6 (193).png
Peltogyne pubescens/sub_001/3377. Peltogyne pubescens.2 (72).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.2 (72).png
Dalbergia rimosa/sub_003/3414. Dalbergia rimosa.3 (76).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.3 (76).png
Pterocarpus sp/sub_059/126_1.png,train/Pterocarpus sp/126_1.png
Guibourtia arnoldiana/sub_004/3411. Guibourtia arnoldiana.1 (8).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.1 (8).png
Dalbergia rimosa/sub_061/3414. Dalbergia rimosa.7 (205).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.7 (205).png
Pterocarpus sp/sub_073/162_2.png,train/Pterocarpus sp/162_2.png
Pterocarpus soyauxii/sub_020/139_1.png,train/Pterocarpus soyauxii/139_1__87ff73c9.png
Dalbergia oliveri/sub_001/Dalbergia oliveri_3237.10_ (1).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.10_ (1).png
Pterocarpus indicus/sub_027/3395. Pterocarpus indicus.6 (178).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.6 (178).png
Guibourtia arnoldiana/sub_034/3411. Guibourtia arnoldiana.8 (249).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.8 (249).png
Guibourtia arnoldiana/sub_017/3411. Guibourtia arnoldiana.10 (314).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.10 (314).png
Guibourtia ehie/sub_013/Guibourtia ehie_CHYX256_1_(4).png,train/Guibourtia ehie/Guibourtia ehie_CHYX256_1_(4).png
Afzelia bella/sub_075/Afzelia bella_FFCA657_9_32138.png,train/Afzelia bella/Afzelia bella_FFCA657_9_32138.png
Pterocarpus macrocarpus/sub_067/154_1.png,train/Pterocarpus macrocarpus/154_1.png
