path,label,genus,species,subfolder
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.7 (25).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.7 (10).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.3 (30).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.5 (20).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.10 (24).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.8 (27).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.1 (16).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.10 (26).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.3 (23).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.8 (12).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.5 (10).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.10 (14).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.3 (36).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.5 (32).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.1 (25).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.7 (30).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.3 (18).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.3 (24).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.3 (22).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.8 (34).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.6 (2).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.10 (4).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.10 (22).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.6 (14).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.6 (32).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.9 (25).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.9 (35).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.2 (3).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.8 (10).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.2 (22).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.5 (9).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.8 (8).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.3 (19).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.3 (34).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.10 (35).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.8 (17).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.3 (1).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.8 (20).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.9 (20).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.8 (3).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.7 (16).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.7 (14).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.10 (5).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.8 (4).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.5 (4).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.7 (36).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.7 (3).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.1 (11).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.9 (13).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.1 (15).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.10 (25).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.1 (30).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.3 (3).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.3 (21).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.5 (15).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.9 (2).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.2 (4).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.5 (35).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.1 (23).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.5 (2).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.6 (7).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.10 (19).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.5 (27).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.9 (23).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.3 (2).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.2 (18).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.8 (9).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.2 (17).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.3 (11).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.6 (15).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.10 (16).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.7 (27).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.10 (11).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.2 (30).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.9 (33).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.2 (32).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.9 (7).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.9 (19).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.3 (26).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.6 (13).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.9 (17).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.8 (7).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.6 (4).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.7 (4).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.1 (6).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.10 (28).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.6 (25).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.10 (23).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.6 (31).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.8 (21).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.5 (5).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.2 (29).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Dalbergia cochinchinensis/Dalbergia cochinchinensis_3280/Dalbergia cochinchinensis.3280.6 (27).png,Dalbergia cochinchinensis,Dalbergia,cochinchinensis,Dalbergia cochinchinensis_3280
